'(''a'', ''s'', ''v'', ''s'')'	12	16
'(''s'', ''spro'', ''v'', ''pr'')'	12	7
'(''s'', ''spro'', ''part'', ''v'')'	12	3
'(''s'', ''v'', ''pr'', ''s'')'	12	35
'(''v'', ''s'', ''spro'', ''v'')'	11	2
'(''s'', ''v'', ''s'', ''s'')'	10	12
'(''v'', ''s'', ''pr'', ''s'')'	10	12
'(''v'', ''pr'', ''s'', ''conj'')'	10	11
'(''s'', ''pr'', ''s'', ''s'')'	10	14
'(''spro'', ''v'', ''pr'', ''s'')'	10	7
'(''pr'', ''s'', ''a'', ''s'')'	9	
'(''v'', ''s'', ''s'', ''v'')'	9	
'(''pr'', ''s'', ''v'', ''s'')'	9	
'(''s'', ''s'', ''v'', ''spro'')'	9	
'(''s'', ''conj'', ''v'', ''s'')'	9	
'(''v'', ''spro'', ''v'', ''s'')'	8	
'(''v'', ''s'', ''conj'', ''v'')'	8	
'(''v'', ''pr'', ''s'', ''s'')'	8	
'(''s'', ''pr'', ''a'', ''s'')'	8	29
'(''s'', ''conj'', ''v'', ''pr'')'	8	
'(''v'', ''s'', ''v'', ''s'')'	8	
'(''spro'', ''v'', ''s'', ''spro'')'	8	
'(''v'', ''pr'', ''apro'', ''s'')'	7	
'(''spro'', ''v'', ''spro'', ''v'')'	7	
'(''v'', ''v'', ''s'', ''v'')'	7	
'(''s'', ''s'', ''conj'', ''s'')'	7	
'(''s'', ''a'', ''s'', ''s'')'	7	
'(''s'', ''a'', ''s'', ''v'')'	7	
'(''v'', ''pr'', ''s'', ''v'')'	7	
'(''s'', ''spro'', ''v'', ''s'')'	7	
'(''s'', ''v'', ''s'', ''conj'')'	7	
'(''s'', ''v'', ''a'', ''s'')'	7	
'(''spro'', ''v'', ''pr'', ''spro'')'	6	
'(''v'', ''spro'', ''pr'', ''s'')'	6	
'(''part'', ''v'', ''pr'', ''s'')'	6	
'(''v'', ''pr'', ''a'', ''s'')'	6	
'(''conj'', ''v'', ''s'', ''pr'')'	6	
'(''a'', ''s'', ''spro'', ''v'')'	6	
'(''s'', ''s'', ''v'', ''v'')'	6	
'(''v'', ''spro'', ''spro'', ''v'')'	6	
'(''pr'', ''s'', ''spro'', ''v'')'	6	
'(''s'', ''v'', ''spro'', ''v'')'	6	
'(''s'', ''v'', ''adv'', ''v'')'	6	
'(''s'', ''pr'', ''s'', ''conj'')'	6	
'(''pr'', ''s'', ''s'', ''v'')'	6	
'(''v'', ''pr'', ''s'', ''a'')'	6	
'(''pr'', ''s'', ''v'', ''spro'')'	6	
'(''s'', ''apro'', ''s'', ''v'')'	6	
'(''apro'', ''s'', ''pr'', ''s'')'	6	
'(''adv'', ''v'', ''spro'', ''v'')'	6	
'(''v'', ''spro'', ''v'', ''pr'')'	6	
'(''pr'', ''s'', ''s'', ''s'')'	5	
'(''s'', ''conj'', ''spro'', ''v'')'	5	
'(''s'', ''conj'', ''s'', ''v'')'	5	
'(''spro'', ''v'', ''a'', ''s'')'	5	
'(''v'', ''s'', ''v'', ''v'')'	5	
'(''s'', ''v'', ''spro'', ''a'')'	5	
'(''a'', ''s'', ''s'', ''v'')'	5	
'(''s'', ''pr'', ''s'', ''spro'')'	5	
'(''adv'', ''v'', ''s'', ''s'')'	5	
'(''pr'', ''s'', ''pr'', ''s'')'	5	
'(''pr'', ''a'', ''s'', ''spro'')'	5	
'(''s'', ''s'', ''apro'', ''s'')'	5	
'(''s'', ''apro'', ''v'', ''s'')'	5	
'(''s'', ''v'', ''s'', ''v'')'	5	
'(''part'', ''v'', ''apro'', ''s'')'	5	
'(''v'', ''adv'', ''v'', ''s'')'	5	
'(''v'', ''s'', ''a'', ''s'')'	5	
'(''s'', ''v'', ''v'', ''s'')'	5	
'(''pr'', ''apro'', ''s'', ''v'')'	5	
'(''v'', ''spro'', ''a'', ''s'')'	5	
'(''s'', ''v'', ''spro'', ''s'')'	5	
'(''v'', ''v'', ''apro'', ''s'')'	5	
'(''part'', ''v'', ''part'', ''v'')'	5	
'(''v'', ''a'', ''s'', ''s'')'	5	
'(''s'', ''pr'', ''apro'', ''s'')'	5	
'(''s'', ''spro'', ''adv'', ''v'')'	5	
'(''part'', ''v'', ''spro'', ''v'')'	5	
'(''v'', ''apro'', ''s'', ''s'')'	5	
'(''a'', ''s'', ''pr'', ''s'')'	5	
'(''s'', ''pr'', ''s'', ''v'')'	5	
'(''s'', ''s'', ''pr'', ''s'')'	5	
'(''v'', ''spro'', ''v'', ''spro'')'	5	
'(''spro'', ''part'', ''v'', ''spro'')'	4	
'(''apro'', ''s'', ''s'', ''v'')'	4	
'(''v'', ''part'', ''spro'', ''spro'')'	4	
'(''pr'', ''s'', ''conj'', ''v'')'	4	
'(''conj'', ''a'', ''s'', ''v'')'	4	
'(''pr'', ''a'', ''s'', ''v'')'	4	
'(''v'', ''conj'', ''v'', ''s'')'	4	
'(''s'', ''spro'', ''v'', ''spro'')'	4	
'(''apro'', ''s'', ''v'', ''pr'')'	4	
'(''pr'', ''apro'', ''s'', ''s'')'	4	
'(''s'', ''s'', ''part'', ''part'')'	4	
'(''v'', ''adv'', ''v'', ''spro'')'	4	
'(''spro'', ''part'', ''v'', ''v'')'	4	
'(''apro'', ''s'', ''a'', ''s'')'	4	
'(''s'', ''s'', ''v'', ''a'')'	4	
'(''v'', ''v'', ''v'', ''spro'')'	4	
'(''s'', ''spro'', ''spro'', ''v'')'	4	
'(''v'', ''apro'', ''s'', ''part'')'	4	
'(''conj'', ''s'', ''v'', ''pr'')'	4	
'(''apro'', ''s'', ''v'', ''spro'')'	4	
'(''v'', ''part'', ''v'', ''part'')'	4	
'(''v'', ''v'', ''spro'', ''v'')'	4	
'(''apro'', ''s'', ''v'', ''s'')'	4	
'(''adv'', ''v'', ''v'', ''s'')'	4	
'(''spro'', ''spro'', ''v'', ''v'')'	4	
'(''spro'', ''spro'', ''v'', ''spro'')'	4	
'(''v'', ''v'', ''s'', ''s'')'	4	
'(''s'', ''part'', ''part'', ''v'')'	4	
'(''s'', ''s'', ''s'', ''v'')'	4	
'(''s'', ''adv'', ''v'', ''spro'')'	4	
'(''s'', ''v'', ''s'', ''spro'')'	4	
'(''apro'', ''s'', ''v'', ''v'')'	4	
'(''spro'', ''v'', ''v'', ''apro'')'	4	
'(''conj'', ''v'', ''spro'', ''v'')'	4	
'(''v'', ''spro'', ''v'', ''adv'')'	4	
'(''part'', ''v'', ''part'', ''spro'')'	4	
'(''spro'', ''v'', ''pr'', ''apro'')'	4	
'(''s'', ''s'', ''v'', ''adv'')'	4	
'(''v'', ''s'', ''part'', ''v'')'	4	
'(''v'', ''s'', ''s'', ''s'')'	4	
'(''s'', ''s'', ''adv'', ''v'')'	4	
'(''a'', ''s'', ''spro'', ''part'')'	4	
'(''v'', ''pr'', ''spro'', ''pr'')'	4	
'(''conj'', ''v'', ''pr'', ''s'')'	4	
'(''v'', ''a'', ''s'', ''v'')'	4	
'(''pr'', ''s'', ''conj'', ''spro'')'	4	
'(''s'', ''s'', ''spro'', ''v'')'	4	
'(''s'', ''s'', ''v'', ''s'')'	4	
'(''v'', ''pr'', ''s'', ''pr'')'	4	
'(''spro'', ''pr'', ''s'', ''v'')'	4	
'(''spro'', ''adv'', ''v'', ''s'')'	4	
'(''v'', ''s'', ''v'', ''spro'')'	3	
'(''apro'', ''s'', ''s'', ''s'')'	3	
'(''v'', ''v'', ''pr'', ''a'')'	3	
'(''part'', ''v'', ''v'', ''pr'')'	3	
'(''conj'', ''part'', ''v'', ''spro'')'	3	
'(''pr'', ''s'', ''conj'', ''s'')'	3	
'(''v'', ''adv'', ''spro'', ''v'')'	3	
'(''apro'', ''s'', ''spro'', ''part'')'	3	
'(''s'', ''v'', ''v'', ''pr'')'	3	
'(''v'', ''s'', ''s'', ''pr'')'	3	
'(''s'', ''s'', ''s'', ''s'')'	3	
'(''pr'', ''spro'', ''pr'', ''s'')'	3	
'(''v'', ''s'', ''s'', ''apro'')'	3	
'(''a'', ''s'', ''v'', ''adv'')'	3	
'(''pr'', ''v'', ''s'', ''s'')'	3	
'(''s'', ''s'', ''a'', ''s'')'	3	
'(''v'', ''apro'', ''s'', ''a'')'	3	
'(''v'', ''spro'', ''v'', ''conj'')'	3	
'(''a'', ''s'', ''apro'', ''v'')'	3	
'(''v'', ''v'', ''s'', ''conj'')'	3	
'(''v'', ''s'', ''spro'', ''spro'')'	3	
'(''s'', ''a'', ''a'', ''s'')'	3	
'(''v'', ''spro'', ''adv'', ''v'')'	3	
'(''s'', ''conj'', ''a'', ''s'')'	3	
'(''s'', ''part'', ''v'', ''spro'')'	3	
'(''v'', ''a'', ''s'', ''a'')'	3	
'(''a'', ''s'', ''conj'', ''apro'')'	3	
'(''pr'', ''apro'', ''s'', ''spro'')'	3	
'(''apro'', ''s'', ''part'', ''v'')'	3	
'(''pr'', ''s'', ''s'', ''conj'')'	3	
'(''s'', ''conj'', ''s'', ''s'')'	3	
'(''conj'', ''v'', ''s'', ''v'')'	3	
'(''s'', ''v'', ''v'', ''spro'')'	3	
'(''s'', ''a'', ''s'', ''spro'')'	3	
'(''v'', ''spro'', ''pr'', ''spro'')'	3	
'(''s'', ''part'', ''v'', ''part'')'	3	
'(''a'', ''conj'', ''a'', ''s'')'	3	
'(''v'', ''spro'', ''s'', ''conj'')'	3	
'(''s'', ''s'', ''v'', ''part'')'	3	
'(''s'', ''spro'', ''v'', ''a'')'	3	
'(''pr'', ''a'', ''s'', ''conj'')'	3	
'(''s'', ''pr'', ''v'', ''s'')'	3	
'(''a'', ''a'', ''s'', ''conj'')'	3	
'(''v'', ''s'', ''s'', ''spro'')'	3	
'(''s'', ''s'', ''s'', ''part'')'	3	
'(''s'', ''part'', ''v'', ''s'')'	3	
'(''s'', ''s'', ''s'', ''conj'')'	3	
'(''s'', ''s'', ''v'', ''pr'')'	3	
'(''part'', ''v'', ''spro'', ''s'')'	3	
'(''s'', ''v'', ''apro'', ''s'')'	3	
'(''part'', ''v'', ''spro'', ''adv'')'	3	
'(''s'', ''conj'', ''pr'', ''s'')'	3	
'(''a'', ''s'', ''conj'', ''v'')'	3	
'(''s'', ''s'', ''apro'', ''v'')'	3	
'(''spro'', ''part'', ''v'', ''pr'')'	3	
'(''v'', ''s'', ''v'', ''apro'')'	3	
'(''v'', ''a'', ''s'', ''pr'')'	3	
'(''apro'', ''v'', ''s'', ''s'')'	3	
'(''s'', ''v'', ''v'', ''v'')'	3	
'(''spro'', ''a'', ''s'', ''s'')'	3	
'(''s'', ''v'', ''pr'', ''spro'')'	3	
'(''v'', ''v'', ''conj'', ''s'')'	3	
'(''v'', ''apro'', ''s'', ''v'')'	3	
'(''s'', ''pr'', ''s'', ''pr'')'	3	
'(''s'', ''v'', ''s'', ''part'')'	3	
'(''s'', ''v'', ''spro'', ''spro'')'	3	
'(''s'', ''s'', ''spro'', ''part'')'	3	
'(''s'', ''v'', ''conj'', ''v'')'	3	
'(''s'', ''s'', ''part'', ''s'')'	3	
'(''s'', ''v'', ''s'', ''pr'')'	3	
'(''v'', ''spro'', ''v'', ''part'')'	3	
'(''s'', ''s'', ''part'', ''v'')'	3	
'(''spro'', ''pr'', ''apro'', ''s'')'	3	
'(''pr'', ''s'', ''pr'', ''v'')'	3	
'(''s'', ''v'', ''s'', ''a'')'	3	
'(''s'', ''a'', ''s'', ''apro'')'	3	
'(''v'', ''spro'', ''s'', ''pr'')'	3	
'(''v'', ''pr'', ''spro'', ''s'')'	3	
'(''pr'', ''apro'', ''s'', ''pr'')'	3	
'(''spro'', ''pr'', ''s'', ''pr'')'	3	
'(''s'', ''adv'', ''v'', ''s'')'	3	
'(''v'', ''s'', ''s.PROP'', ''v'')'	3	
'(''s'', ''a'', ''s'', ''pr'')'	3	
'(''s'', ''s'', ''s'', ''spro'')'	3	
'(''conj'', ''pr'', ''s'', ''pr'')'	3	
'(''apro'', ''s'', ''spro'', ''v'')'	3	
'(''a'', ''s'', ''s'', ''apro'')'	3	
'(''s'', ''s'', ''conj'', ''v'')'	3	
'(''spro'', ''part'', ''v'', ''part'')'	3	
'(''spro'', ''pr'', ''a'', ''s'')'	3	
'(''s'', ''v'', ''pr'', ''a'')'	3	
'(''a'', ''s'', ''v'', ''a'')'	3	
'(''spro'', ''v'', ''spro'', ''pr'')'	3	
'(''spro'', ''v'', ''part'', ''s'')'	3	
'(''a'', ''s'', ''pr'', ''a'')'	3	
'(''a'', ''s'', ''a'', ''s'')'	3	
'(''spro'', ''v'', ''apro'', ''s'')'	3	
'(''v'', ''a'', ''a'', ''s'')'	2	
'(''v'', ''s'', ''pr'', ''apro'')'	2	
'(''v'', ''conj'', ''part'', ''v'')'	2	
'(''spro'', ''adv'', ''part'', ''part'')'	2	
'(''s'', ''a'', ''conj'', ''a'')'	2	
'(''s'', ''v'', ''s'', ''adv'')'	2	
'(''adv'', ''v'', ''pr'', ''apro'')'	2	
'(''s'', ''part'', ''adv'', ''v'')'	2	
'(''v'', ''spro'', ''pr'', ''a'')'	2	
'(''pr'', ''s'', ''s'', ''adv'')'	2	
'(''pr'', ''s'', ''pr'', ''apro'')'	2	
'(''v'', ''s'', ''v'', ''a'')'	2	
'(''part'', ''v'', ''adv'', ''v'')'	2	
'(''a'', ''a'', ''s'', ''v'')'	2	
'(''a'', ''s'', ''s'', ''s.PROP'')'	2	
'(''s'', ''advpro'', ''part'', ''v'')'	2	
'(''v'', ''s'', ''s'', ''adv'')'	2	
'(''s'', ''apro'', ''spro'', ''v'')'	2	
'(''s'', ''conj'', ''s'', ''pr'')'	2	
'(''apro'', ''s'', ''part'', ''part'')'	2	
'(''s'', ''pr'', ''spro'', ''s'')'	2	
'(''a'', ''pr'', ''s'', ''s'')'	2	
'(''v'', ''s'', ''v'', ''pr'')'	2	
'(''adv'', ''v'', ''apro'', ''v'')'	2	
'(''adv'', ''v'', ''num'', ''s'')'	2	
'(''v'', ''pr'', ''anum'', ''s'')'	2	
'(''conj'', ''apro'', ''s'', ''v'')'	2	
'(''s'', ''apro'', ''s'', ''part'')'	2	
'(''s'', ''s'', ''pr'', ''spro'')'	2	
'(''v'', ''part'', ''a'', ''s'')'	2	
'(''s'', ''v'', ''part'', ''a'')'	2	
'(''s'', ''v'', ''v'', ''adv'')'	2	
'(''s.PROP'', ''v'', ''spro'', ''pr'')'	2	
'(''apro'', ''s'', ''apro'', ''s'')'	2	
'(''s'', ''part'', ''part'', ''part'')'	2	
'(''s'', ''apro'', ''a'', ''a'')'	2	
'(''v'', ''v'', ''spro'', ''spro'')'	2	
'(''spro'', ''part'', ''spro'', ''v'')'	2	
'(''v'', ''spro'', ''s'', ''apro'')'	2	
'(''v'', ''spro'', ''s.PROP'', ''v'')'	2	
'(''advpro'', ''spro'', ''v'', ''pr'')'	2	
'(''spro'', ''v'', ''advpro'', ''v'')'	2	
'(''v'', ''conj'', ''s'', ''v'')'	2	
'(''pr'', ''spro'', ''part'', ''s'')'	2	
'(''pr'', ''v'', ''a'', ''s'')'	2	
'(''a'', ''a'', ''s'', ''s'')'	2	
'(''s'', ''spro'', ''s'', ''conj'')'	2	
'(''pr'', ''spro'', ''v'', ''s'')'	2	
'(''pr'', ''s'', ''apro'', ''s'')'	2	
'(''s'', ''s.PROP'', ''v'', ''s'')'	2	
'(''s'', ''s'', ''s'', ''pr'')'	2	
'(''apro'', ''adv'', ''v'', ''part'')'	2	
'(''spro'', ''spro'', ''v'', ''pr'')'	2	
'(''part'', ''v'', ''s'', ''v'')'	2	
'(''s'', ''spro'', ''v'', ''v'')'	2	
'(''part'', ''part'', ''apro'', ''s'')'	2	
'(''v'', ''s'', ''apro'', ''s'')'	2	
'(''part'', ''spro'', ''spro'', ''s'')'	2	
'(''part'', ''apro'', ''a'', ''s'')'	2	
'(''spro'', ''s'', ''apro'', ''s'')'	2	
'(''v'', ''spro'', ''conj'', ''v'')'	2	
'(''spro'', ''a'', ''s'', ''v'')'	2	
'(''s'', ''s.PROP'', ''s.PROP'', ''adv'')'	2	
'(''pr'', ''apro'', ''s'', ''apro'')'	2	
'(''a'', ''s'', ''s'', ''a'')'	2	
'(''s'', ''spro'', ''pr'', ''apro'')'	2	
'(''spro'', ''s'', ''pr'', ''spro'')'	2	
'(''adv'', ''v'', ''pr'', ''spro'')'	2	
'(''s'', ''advpro'', ''v'', ''s'')'	2	
'(''part'', ''pr'', ''spro'', ''part'')'	2	
'(''s'', ''conj'', ''part'', ''v'')'	2	
