words\files;Suspense;NonSuspense;;;
молотилка;;0.377073906486;предмет;;
молотить;;0.377073906486;действие;;
молотьба;;0.754147812971;абстрактный;;
молча;0.444444444444;;описание;;
молчать;0.888888888889;;действие;;
момент;0.444444444444;;абстрактный;;
мороз;;0.377073906486;абстрактный;;
москва;0.888888888889;;место;;
мочь;1.33333333333;;абстрактный;;
мрак;;0.377073906486;абстрактный;;
мрачно;0.444444444444;;описание;;
мрачный;;0.754147812971;описание;;
муж;0.444444444444;;профессия;;
мужик;;0.754147812971;профессия;;
мужицкий;;0.377073906486;описание;;
мужчина;0.444444444444;;профессия;;
музыкальный;;0.377073906486;описание;;
мундир;0.444444444444;;предмет;;
мутный;0.444444444444;;описание;;
муха;1.33333333333;;предмет;;
мы;3.11111111111;;стоп;;
мышца;0.444444444444;;предмет;;
мягкий;;0.754147812971;описание;;
мясник;0.444444444444;;профессия;;
мясо;1.33333333333;;предмет;;
мятый;0.444444444444;;описание;;
набок;0.444444444444;;описание;;
наборный;;0.377073906486;описание;;
набросать;0.444444444444;;действие;;
набухать;0.444444444444;;действие;;
навозный;;0.377073906486;описание;;
навстречу;;0.754147812971;направление;;
нагонять;;0.377073906486;действие;;
надворный;;0.377073906486;описание;;
наддавать;;0.377073906486;действие;;
надевать;;0.754147812971;действие;;
надесять;;0.377073906486;описание;;
надо;0.444444444444;;стоп;;
надолго;;0.377073906486;описание;;
надуваться;0.444444444444;;действие;;
назад;;0.377073906486;направление;;
накинуть;;0.754147812971;действие;;
наперерез;;0.377073906486;направление;;
напечатать;;0.377073906486;действие;;
наполовину;;0.377073906486;описание;;
например;;0.377073906486;абстрактный;;
напряжение;;0.377073906486;абстрактный;;
напугать;;0.377073906486;действие;;
напутственный;0.444444444444;;описание;;
напыщенный;;0.377073906486;описание;;
народ;;0.377073906486;абстрактный;;
нарочно;0.444444444444;;описание;;
наружу;0.444444444444;;направление;;
нарушать;;0.377073906486;действие;;
насилие;0.444444444444;;абстрактный;;
насквозь;;0.377073906486;описание;;
наследство;;0.377073906486;абстрактный;;
насмешливо;;0.377073906486;описание;;
настойчиво;;0.377073906486;описание;;
настраивать;;0.377073906486;действие;;
настраиваться;;0.377073906486;действие;;
наступать;;1.13122171946;действие;;
наткнуться;;0.377073906486;действие;;
натыкать;0.444444444444;;действие;;
натягивать;;0.377073906486;действие;;
нахохливать;;0.377073906486;действие;;
начинаться;;1.13122171946;действие;;
небо;;3.01659125189;абстрактный;;
небольшой;;1.13122171946;описание;;
небритый;0.444444444444;;описание;;
невмочь;0.444444444444;;описание;;
невозможно;;0.377073906486;описание;;
невольно;;0.377073906486;описание;;
невысокий;;0.377073906486;описание;;
нега;;0.377073906486;абстрактный;;
негодование;0.444444444444;;абстрактный;;
нежный;;0.377073906486;описание;;
незнакомый;;0.377073906486;описание;;
неизвестно;0.444444444444;;описание;;
некоторый;;0.377073906486;описание;;
немножко;0.444444444444;;описание;;
ненавидеть;0.444444444444;;действие;;
необыкновенно;;0.754147812971;описание;;
необычайность;0.444444444444;;абстрактный;;
необычный;0.444444444444;;описание;;
непредвиденный;0.444444444444;;описание;;
непрерывно;;0.377073906486;описание;;
неприятный;0.444444444444;;описание;;
несокрушимый;;0.377073906486;описание;;
нести;0.444444444444;;действие;;
неудержимо;0.444444444444;;описание;;
неужели;0.888888888889;;стоп;;
нечего;;0.377073906486;стоп;;
ни;0.888888888889;;стоп;;
низкий;;1.13122171946;описание;;
низко;;1.13122171946;описание;;
никакой;0.444444444444;;описание;;
никитский;0.444444444444;;имя;;
николаевна;1.33333333333;;имя;;
никто;1.77777777778;;стоп;;
ниточка;0.444444444444;;предмет;;
нищенский;;0.377073906486;описание;;
нищенство;;0.377073906486;абстрактный;;
новый;;0.754147812971;описание;;
ноготь;0.444444444444;;предмет;;
нож;2.66666666667;;предмет;;
ножка;;0.377073906486;предмет;;
нос;1.33333333333;;предмет;;
носилки;;0.377073906486;предмет;;
нотный;;0.377073906486;описание;;
ночевка;;0.377073906486;абстрактный;;
ноябрь;;0.377073906486;абстрактный;;
ноябрьский;;0.377073906486;описание;;
ну;;1.13122171946;восклицание;;
нужда;0.444444444444;;абстрактный;;
нужно;0.888888888889;;стоп;;
нумер;0.444444444444;;абстрактный;;
об;0.888888888889;;стоп;;
оба;0.444444444444;;стоп;;
обвести;0.444444444444;;действие;;
обветренный;;0.377073906486;описание;;
обдирать;0.444444444444;;действие;;
обед;;1.13122171946;абстрактный;;
обеднеть;;0.377073906486;действие;;
обедня;;0.754147812971;абстрактный;;
обедняться;;0.377073906486;действие;;
обзаводиться;;0.377073906486;действие;;
обижать;0.444444444444;;действие;;
обиженный;0.444444444444;;описание;;
обкладывать;;0.377073906486;действие;;
обладатель;;0.377073906486;профессия;;
облако;;1.13122171946;абстрактный;;
облачаться;;0.377073906486;действие;;
обнажать;0.444444444444;;действие;;
обнаженный;;0.754147812971;описание;;
обнимать;;0.377073906486;действие;;
образничка;;0.377073906486;предмет;;
обрастать;0.444444444444;;действие;;
обруч;;0.377073906486;предмет;;
обстановка;0.444444444444;;место;;
обходить;0.444444444444;;действие;;
обходиться;0.444444444444;;действие;;
общественный;;0.377073906486;описание;;
общий;;0.754147812971;описание;;
объедаться;;0.377073906486;действие;;
объявлять;0.444444444444;;действие;;
объятие;0.444444444444;;абстрактный;;
обыкновение;;0.377073906486;абстрактный;;
овин;;0.377073906486;предмет;;
овраг;;0.754147812971;место;;
овчарка;;0.377073906486;предмет;;
оглушать;0.888888888889;;действие;;
оглянуться;0.444444444444;;действие;;
огнистый;;0.754147812971;описание;;
огонек;;0.377073906486;абстрактный;;
одевать;0.444444444444;;действие;;
одеваться;;0.377073906486;действие;;
одерживать;0.444444444444;;действие;;
одиночество;;0.377073906486;абстрактный;;
однажды;0.444444444444;;описание;;
однодворка;;0.377073906486;профессия;;
однообразный;;0.377073906486;описание;;
одноствольный;;0.377073906486;описание;;
однотонный;;0.377073906486;описание;;
одобрять;0.444444444444;;действие;;
оживать;0.444444444444;;действие;;
ожидание;0.444444444444;;абстрактный;;
ожидаться;0.444444444444;;действие;;
озарять;;0.377073906486;действие;;
озаряться;;0.377073906486;действие;;
озимь;;0.754147812971;абстрактный;;
озябнуть;;0.377073906486;действие;;
оказывать;0.444444444444;;действие;;
оказываться;0.444444444444;;действие;;
оканчивать;0.444444444444;;действие;;
окликать;0.444444444444;;действие;;
оковывать;;0.754147812971;действие;;
около;;2.26244343891;место;;
окончательно;0.444444444444;;описание;;
окошечко;;0.377073906486;предмет;;
окрашивать;;0.377073906486;действие;;
омет;;0.377073906486;предмет;;
она;17.3333333333;;стоп;;
онегин;;0.377073906486;имя;;
оно;;0.754147812971;стоп;;
опасность;0.444444444444;;абстрактный;;
операционный;1.33333333333;;описание;;
операция;0.888888888889;;абстрактный;;
опрокидывать;0.444444444444;;действие;;
опытный;0.444444444444;;описание;;
опьянять;;0.377073906486;действие;;
орден;;0.377073906486;абстрактный;;
осаживать;;0.377073906486;действие;;
освещать;0.444444444444;;действие;;
осенний;;1.13122171946;описание;;
осень;;0.377073906486;абстрактный;;
осенять;0.444444444444;;действие;;
оскаливать;;0.377073906486;действие;;
ослепительно;;0.377073906486;описание;;
ослепительный;0.444444444444;;описание;;
основательно;;0.377073906486;описание;;
особенно;;0.754147812971;описание;;
оставаться;1.33333333333;;действие;;
оставлять;1.33333333333;;действие;;
остаток;0.888888888889;;абстрактный;;
осторожно;;0.754147812971;описание;;
остро;0.444444444444;;описание;;
остров;;0.377073906486;место;;
отбрасывать;0.444444444444;;действие;;
отвечать;1.33333333333;;действие;;
отворять;0.444444444444;;действие;;
отдавать;0.444444444444;;действие;;
отдел;0.444444444444;;место;;
отдельно;0.444444444444;;описание;;
отдуться;0.444444444444;;действие;;
отдых;;0.377073906486;абстрактный;;
отдышаться;0.444444444444;;действие;;
отец;0.444444444444;;профессия;;
отзываться;0.444444444444;;действие;;
откинуть;;0.377073906486;действие;;
открывать;0.444444444444;;действие;;
открытый;;0.377073906486;описание;;
откуда;;0.377073906486;направление;;
отличаться;0.444444444444;;действие;;
отлично;0.444444444444;;описание;;
отмеривать;0.444444444444;;действие;;
отомщать;0.444444444444;;действие;;
отпадать;0.444444444444;;действие;;
отпирать;0.444444444444;;действие;;
отпускать;0.444444444444;;действие;;
отрадно;;0.377073906486;описание;;
отражаться;;0.377073906486;действие;;
отрыж;;0.377073906486;абстрактный;;
отрясать;;0.377073906486;действие;;
отсасывать;0.444444444444;;действие;;
отставка;;0.377073906486;абстрактный;;
отставной;0.888888888889;;описание;;
отталкивать;0.444444444444;;действие;;
оттого;;0.377073906486;стоп;;
оттягивать;0.888888888889;;действие;;
отчаянно;0.888888888889;;описание;;
ох;0.444444444444;;стоп;;
охватывать;0.444444444444;;действие;;
охота;;1.88536953243;абстрактный;;
охотиться;;0.377073906486;действие;;
охотник;;1.13122171946;профессия;;
оцепенение;0.444444444444;;абстракиция;;
очутиться;0.444444444444;;действие;;
ощутительный;;0.377073906486;описание;;
ощущать;;0.377073906486;действие;;
ощущение;;0.754147812971;абстрактный;;
падать;;0.377073906486;действие;;
палата;0.888888888889;;место;;
палец;0.444444444444;;предмет;;
пальто;0.444444444444;;предмет;;
памятник;0.444444444444;;предмет;;
паника;0.444444444444;;абстрактный;;
папироса;;0.377073906486;предмет;;
пасмурный;;0.377073906486;описание;;
пахнуть;;2.26244343891;действие;;
пелагея;0.444444444444;;имя;;
пепельный;;0.377073906486;описание;;
перебирать;;0.377073906486;действие;;
переваливаться;;0.377073906486;действие;;
перевод;;0.377073906486;абстрактный;;
переводиться;;0.377073906486;действие;;
перегнивать;;0.377073906486;действие;;
перед;;1.88536953243;абстрактный;;
передавать;;0.377073906486;действие;;
передний;;0.377073906486;описание;;
перекидывать;;0.377073906486;действие;;
переламывать;0.444444444444;;действие;;
перелом;0.444444444444;;предмет;;
перемирать;;0.377073906486;действие;;
переплет;;0.377073906486;предмет;;
переполненный;;0.377073906486;описание;;
перепрыгивать;;0.377073906486;действие;;
пересыпаться;;0.377073906486;действие;;
переходить;;0.377073906486;действие;;
перина;;0.377073906486;предмет;;
перламутровый;;0.377073906486;описание;;
перо;;0.377073906486;предмет;;
персидский;;0.377073906486;описание;;
песня;;0.754147812971;предмет;;
пестик;0.444444444444;;предмет;;
пестрый;;0.754147812971;описание;;
петр;0.888888888889;;имя;;
петрович;0.888888888889;;имя;;
петровки;;0.377073906486;место;;
печально;;0.377073906486;описание;;
печальный;;0.377073906486;описание;;
пешком;0.444444444444;;описание;;
пила;0.444444444444;;предмет;;
пилить;0.444444444444;;действие;;
пинцет;1.77777777778;;предмет;;
писать;0.888888888889;;действие;;
пистолет;3.11111111111;;предмет;;
пить;;0.754147812971;действие;;
план;;0.377073906486;абстрактный;;
плесень;;0.377073906486;предмет;;
плисовый;;0.377073906486;описание;;
плодовитка;;0.377073906486;предмет;;
пляска;;0.377073906486;абстрактный;;
по;;10.1809954751;стоп;;
побежать;;0.377073906486;действие;;
побродить;;0.377073906486;действие;;
побывать;0.444444444444;;действие;;
повалить;0.444444444444;;действие;;
повар;;0.377073906486;профессия;;
повертываться;0.444444444444;;действие;;
поверхность;;0.377073906486;предмет;;
повеса;0.888888888889;;профессия;;
повизгивать;;0.377073906486;действие;;
повод;0.444444444444;;абстрактный;;
погасать;;0.754147812971;действие;;
поглядывать;;0.377073906486;действие;;
погода;;0.377073906486;абстрактный;;
погонщик;;0.754147812971;профессия;;
погребать;0.444444444444;;действие;;
подавальщик;;0.754147812971;профессия;;
подавать;0.444444444444;;действие;;
подавиться;0.444444444444;;действие;;
подбородок;0.444444444444;;предмет;;
подводный;0.444444444444;;описание;;
поддевка;;0.754147812971;абстрактный;;
поддерживать;;0.377073906486;действие;;
подкашиваться;0.444444444444;;действие;;
подковка;;0.754147812971;предмет;;
подлый;0.444444444444;;описание;;
подол;;0.377073906486;предмет;;
подражать;0.444444444444;;действие;;
подтаскивать;0.444444444444;;действие;;
подтягиваться;;0.377073906486;действие;;
подумать;1.77777777778;;действие;;
подхлестывать;0.444444444444;;действие;;
поездка;;0.377073906486;абстрактный;;
поехать;0.444444444444;;действие;;
пожаловать;0.444444444444;;действие;;
пожелать;0.444444444444;;действие;;
пожелтеть;;0.377073906486;действие;;
пожитки;;0.377073906486;предмет;;
позвать;0.444444444444;;действие;;
поздний;;0.377073906486;описание;;
поздно;0.444444444444;;описание;;
позеленеть;;0.377073906486;действие;;
пойти;0.888888888889;;действие;;
показываться;1.77777777778;;действие;;
покачивать;;0.377073906486;действие;;
покашливание;;0.377073906486;абстрактный;;
поклон;0.444444444444;;абсракция;;
покой;;0.377073906486;абстрактный;;
покойница;0.444444444444;;профессия;;
покойный;;0.377073906486;описание;;
покоситься;0.444444444444;;действие;;
покривиться;0.444444444444;;действие;;
покрикивать;;0.377073906486;действие;;
покупатель;;0.377073906486;профессия;;
покупать;;0.377073906486;действие;;
покупка;;0.377073906486;предмет;;
покусать;0.444444444444;;действие;;
полдень;;0.377073906486;абстрактный;;
поле;;4.14781297134;место;;
поливать;;0.377073906486;действие;;
полк;0.444444444444;;абтракция;;
полковник;0.888888888889;;профессия;;
полночь;;0.377073906486;абстрактный;;
полный;0.444444444444;;описание;;
полонез;;0.377073906486;абстрактный;;
полоса;;0.754147812971;абсракция;;
полоска;;0.377073906486;предмет;;
полоснуть;0.444444444444;;действие;;
полузакрытый;0.444444444444;;действие;;
полуидиот;;0.377073906486;профессия;;
полураскрытый;;0.377073906486;описание;;
полусапожки;;0.377073906486;предмет;;
полутемнота;;0.377073906486;абстрактный;;
полутемный;;0.377073906486;описание;;
полутруп;0.888888888889;;профессия;;
полушарие;;0.377073906486;абсракция;;
полушубок;;0.377073906486;предмет;;
полчаса;0.444444444444;;абстрактный;;
полянка;;0.377073906486;место;;
померкнуть;0.444444444444;;действие;;
поместье;;0.377073906486;место;;
помещик;;1.13122171946;профессия;;
помещичий;;0.377073906486;описание;;
поминутно;;0.377073906486;абстрактный;;
помирать;0.888888888889;;действие;;
помогать;0.444444444444;;действие;;
помощь;0.888888888889;;абстрактный;;
помчаться;;0.377073906486;действие;;
понева;;0.377073906486;предмет;;
понемногу;;0.377073906486;описание;;
понимать;0.888888888889;;действие;;
понятный;0.444444444444;;описание;;
поп;;0.377073906486;профессия;;
поплыть;;0.754147812971;действие;;
попойка;;0.377073906486;абстрактный;;
попросить;0.444444444444;;действие;;
пора;;2.26244343891;описание;;
порваться;0.444444444444;;действие;;
поредеть;;0.377073906486;действие;;
портки;;0.377073906486;предмет;;
порточки;;0.377073906486;предмет;;
портрет;;0.377073906486;предмет;;
порядок;;0.377073906486;абстрактный;;
порядочно;0.444444444444;;описание;;
поселянин;;0.377073906486;профессия;;
посереть;;0.377073906486;действие;;
посинеть;0.444444444444;;действие;;
посмотреть;0.888888888889;;действие;;
посреди;;0.377073906486;описание;;
постель;;1.50829562594;предмет;;
постигать;0.444444444444;;действие;;
постройка;;0.377073906486;предмет;;
постромка;;0.377073906486;предмет;;
посуда;;0.377073906486;предмет;;
посылать;0.444444444444;;действие;;
пот;1.77777777778;;предмет;;
потерпеть;0.444444444444;;действие;;
потерять;0.444444444444;;действие;;
потолок;0.444444444444;;место;;
потопать;;0.377073906486;действие;;
потращать;;0.754147812971;действие;;
потянуть;;0.377073906486;действие;;
потянуться;;0.377073906486;действие;;
похвала;;0.377073906486;абстрактный;;
похоронить;0.888888888889;;действие;;
похрапывать;;0.377073906486;действие;;
почернеть;;1.13122171946;действие;;
почувствовать;0.888888888889;;действие;;
пошатнуться;0.444444444444;;действие;;
пощечина;0.444444444444;;абстрактный;;
появляться;;0.377073906486;действие;;
право;;0.377073906486;абстрактный;;
православный;0.444444444444;;описание;;
правый;0.888888888889;;описание;;
праздник;;0.377073906486;абстрактный;;
превознесть;;0.377073906486;действие;;
превращаться;;0.377073906486;действие;;
превышать;0.444444444444;;действие;;
пред;;0.377073906486;стоп;;
предполагать;0.444444444444;;действие;;
предпочитать;0.444444444444;;действие;;
предсмертный;0.444444444444;;описание;;
представляться;;0.377073906486;действие;;
прежде;;0.754147812971;стоп;;
прежний;;0.377073906486;описание;;
преодолевать;0.444444444444;;действие;;
препятствие;0.444444444444;;предмет;;
пресладкий;;0.377073906486;описание;;
прибавлять;;0.377073906486;действие;;
прибаутка;;0.377073906486;абстрактный;;
приближаться;0.444444444444;;действие;;
приближиваться;0.888888888889;;действие;;
приветливо;;0.377073906486;описание;;
приветствие;0.444444444444;;абстрактный;;
привидение;;0.377073906486;профессия;;
привод;;0.754147812971;абстрактный;;
приводить;0.444444444444;;действие;;
привыкать;0.444444444444;;действие;;
привязывать;;0.377073906486;действие;;
приглашение;0.444444444444;;абстрактный;;
приезжать;0.444444444444;;действие;;
приземистый;;0.377073906486;описание;;
признаваться;0.444444444444;;действие;;
призрак;;0.754147812971;профессия;;
призрение;;0.377073906486;абстрактный;;
приказ;;0.377073906486;абстрактный;;
приказание;0.444444444444;;предмет;;
приказывать;;0.377073906486;действие;;
прикрывать;0.444444444444;;действие;;
примус;0.444444444444;;предмет;;
принимать;0.888888888889;;действие;;
приниматься;;0.377073906486;действие;;
принуждать;0.444444444444;;действие;;
припадать;0.444444444444;;действие;;
припоминать;0.444444444444;;действие;;
прислонясь;0.444444444444;;действие;;
приставать;0.444444444444;;действие;;
присутствие;0.444444444444;;абстрактный;;
приходить;;0.377073906486;действие;;
прицеливаться;0.444444444444;;действие;;
причем;0.888888888889;;стоп;;
прическа;;0.377073906486;предмет;;
приятель;0.888888888889;;профессия;;
приятный;;1.13122171946;описание;;
про;;0.754147812971;стоп;;
проба;;0.377073906486;абстрактный;;
пробежать;;0.377073906486;действие;;
пробивать;0.444444444444;;действие;;
пробиваться;;0.377073906486;действие;;
провал;0.444444444444;;абстрактный;;
проваливаться;0.444444444444;;действие;;
проволока;;0.377073906486;предмет;;
проворный;;0.377073906486;описание;;
продавать;0.444444444444;;действие;;
продираться;0.444444444444;;действие;;
продолговатый;0.444444444444;;действие;;
продымать;0.444444444444;;действие;;
прозрачный;;0.377073906486;описание;;
прозумент;;0.377073906486;предмет;;
прозябнуть;;0.377073906486;действие;;
произносить;0.444444444444;;действие;;
происходить;0.444444444444;;действие;;
происшествие;0.444444444444;;абстрактный;;
проказа;;0.377073906486;абстрактный;;
пролетать;;0.377073906486;действие;;
проливной;0.444444444444;;описание;;
пропадать;;0.377073906486;действие;;
пропахнуть;;0.377073906486;действие;;
просека;0.444444444444;;место;;
просить;0.888888888889;;действие;;
проситься;;0.377073906486;действие;;
простой;;0.377073906486;описание;;
просторный;;0.377073906486;описание;;
пространный;;0.377073906486;описание;;
прострелить;1.33333333333;;действие;;
простыня;1.33333333333;;предмет;;
просыпать;;0.377073906486;действие;;
просыпаться;;0.377073906486;действие;;
просьба;0.444444444444;;абстрактный;;
протез;0.444444444444;;предмет;;
протискивать;0.444444444444;;действие;;
прохлада;;0.377073906486;абстрактный;;
прохладно;;0.377073906486;описание;;
прохладный;;0.754147812971;описание;;
проходить;2.22222222222;;действие;;
прохоров;0.888888888889;;имя;;
прочий;0.444444444444;;описание;;
прочный;;0.754147812971;описание;;
прошамкать;0.444444444444;;действие;;
прощать;0.444444444444;;действие;;
прялка;;0.377073906486;предмет;;
прятать;;0.377073906486;действие;;
псиный;;0.377073906486;описание;;
пук;;0.377073906486;предмет;;
пульс;0.444444444444;;абстрактный;;
пуля;0.444444444444;;предмет;;
пунька;;0.377073906486;профессия;;
пустеть;;0.377073906486;действие;;
пустой;;0.754147812971;описание;;
пустынно;;0.377073906486;описание;;
пустынный;;0.377073906486;описание;;
пусть;0.888888888889;;стоп;;
путь;;0.754147812971;абстрактный;;
пушистый;;0.377073906486;описание;;
пушкин;;0.377073906486;имя;;
пчела;;0.377073906486;предмет;;
пылать;;0.377073906486;действие;;
пышно;;0.377073906486;описание;;
пятно;1.33333333333;;предмет;;
пять;2.66666666667;;абстрактный;;
работа;;0.754147812971;абстрактный;;
работать;0.444444444444;;действие;;
работник;;0.377073906486;профессия;;
равнина;;0.377073906486;место;;
равный;0.444444444444;;описание;;
ради;0.444444444444;;описание;;
радоваться;0.444444444444;;действие;;
раз;2.22222222222;;стоп;;
разбирать;;0.377073906486;действие;;
разбухать;0.444444444444;;действие;;
разваливаться;0.444444444444;;действие;;
развертывать;;0.377073906486;действие;;
разглядеть;0.444444444444;;действие;;
разговор;;0.377073906486;абстрактный;;
раздавливать;0.444444444444;;действие;;
раздваивать;0.444444444444;;действие;;
раздвоение;0.444444444444;;абстрактный;;
раздробленный;0.888888888889;;описание;;
раздумывать;0.444444444444;;действие;;
разлетаться;0.444444444444;;действие;;
разметать;;0.377073906486;действие;;
разный;0.444444444444;;описание;;
разрушаться;;0.377073906486;действие;;
разрывать;0.444444444444;;действие;;
разрываться;0.444444444444;;действие;;
разряжать;0.444444444444;;действие;;
разум;;1.13122171946;абстрактный;;
рак;0.444444444444;;предмет;;
рама;;0.754147812971;предмет;;
рана;0.444444444444;;предмет;;
ранний;;0.754147812971;описание;;
рано;;0.377073906486;описание;;
раскидываться;;0.377073906486;действие;;
раскраснеться;;0.377073906486;действие;;
распогодиться;;0.377073906486;действие;;
распоясывать;;0.377073906486;действие;;
рассказ;;0.377073906486;абстрактный;;
рассказывать;1.77777777778;;действие;;
расстегнуть;;0.377073906486;действие;;
расстилаться;;0.377073906486;действие;;
расстраивать;0.444444444444;;действие;;
рассуждать;;0.377073906486;действие;;
рассыпаться;0.444444444444;;действие;;
растапливать;;0.377073906486;действие;;
раствор;0.444444444444;;предмет;;
растрепанный;;0.377073906486;описание;;
растягиваться;;0.377073906486;действие;;
рвань;0.444444444444;;предмет;;
рвать;;0.754147812971;действие;;
редкий;0.888888888889;;описание;;
редкость;;0.754147812971;абстрактный;;
резвость;;0.377073906486;абстрактный;;
резко;;0.377073906486;описание;;
резкость;0.444444444444;;абстрактный;;
рельс;;0.377073906486;предмет;;
ресница;;0.377073906486;предмет;;
рига;;1.50829562594;место;;
ровный;;0.377073906486;описание;;
рогожа;;0.377073906486;предмет;;
роза;;0.377073906486;предмет;;
розовый;;0.377073906486;описание;;
роман;;0.377073906486;абстрактный;;
романтический;;0.377073906486;описание;;
ропот;0.444444444444;;абстрактный;;
росинка;0.444444444444;;предмет;;
росистый;;0.377073906486;описание;;
рост;;0.377073906486;абстрактный;;
росчерк;;0.377073906486;абстрактный;;
рот;1.77777777778;;предмет;;
ротонда;0.444444444444;;предмет;;
рубаха;;1.50829562594;предмет;;
рубашка;;0.377073906486;предмет;;
рубить;;0.377073906486;действие;;
рубище;0.444444444444;;абстрактный;;
ружье;;1.13122171946;предмет;;
рука;7.11111111111;;предмет;;
рукав;;0.377073906486;предмет;;
рыжеватый;0.444444444444;;описание;;
рыжий;;0.377073906486;описание;;
рябина;;0.377073906486;предмет;;
савелий;;0.377073906486;имя;;
сад;;6.41025641026;место;;
садовник;;0.377073906486;профессия;;
сало;;0.377073906486;предмет;;
сальный;;0.377073906486;описание;;
сам;2.22222222222;;стоп;;
самовар;;1.13122171946;предмет;;
самостоятельность;0.444444444444;;абстрактный;;
самостоятельный;0.444444444444;;описание;;
санки;;0.377073906486;предмет;;
сантиментально;;0.377073906486;описание;;
сапог;;1.88536953243;предмет;;
сарай;;0.754147812971;место;;
сарафан;;0.377073906486;предмет;;
сатирический;;0.377073906486;описание;;
сафьянный;;0.377073906486;описание;;
сбиваться;0.444444444444;;действие;;
сбоку;;0.377073906486;место;;
сбросить;0.444444444444;;действие;;
сбруя;;0.377073906486;предмет;;
свежепахнущий;0.444444444444;;описание;;
свежесть;;0.377073906486;абстрактный;;
свежий;;0.377073906486;описание;;
сверкать;;0.754147812971;действие;;
свернуться;;0.377073906486;действие;;
свертывать;0.444444444444;;действие;;
свет;;1.88536953243;абстрактный;;
светиться;;0.377073906486;действие;;
светлеть;0.444444444444;;действие;;
свешиваться;0.444444444444;;действие;;
свинцовый;;0.377073906486;описание;;
свист;;0.377073906486;абстрактный;;
свора;;0.377073906486;абстрактный;;
связь;;0.377073906486;абстрактный;;
священный;;0.377073906486;описание;;
сдавливать;0.888888888889;;действие;;
сдерживать;0.444444444444;;действие;;
сдыхать;0.444444444444;;действие;;
себе;0.444444444444;;стоп;;
север;;0.377073906486;место;;
седлать;;0.377073906486;действие;;
седло;;0.377073906486;предмет;;
седой;;0.377073906486;описание;;
сейчас;2.22222222222;;стоп;;
секретарь;0.888888888889;;профессия;;
секунда;1.33333333333;;абстрактный;;
селение;;0.377073906486;место;;
село;;0.377073906486;место;;
сельский;;0.377073906486;описание;;
семеныч;;0.754147812971;имя;;
семья;;0.377073906486;абстрактный;;
сени;;0.377073906486;место;;
сентябрь;;0.377073906486;абстрактный;;
сердечный;;0.377073906486;описание;;
сердце;;0.377073906486;предмет;;
серебряный;;0.377073906486;описание;;
сержант;0.888888888889;;профессия;;
сетка;;0.377073906486;предмет;;
сечка;;0.377073906486;абстрактный;;
сеять;;0.377073906486;действие;;
сивый;;0.377073906486;описание;;
сила;1.33333333333;;абстрактный;;
сильвио;1.77777777778;;имя;;
сильно;;1.13122171946;описание;;
синеватый;;0.377073906486;описание;;
ситник;;0.377073906486;предмет;;
ситцевый;0.444444444444;;описание;;
сиятельство;3.11111111111;;профессия;;
сиять;;0.377073906486;действие;;
сказать;8.88888888889;;действие;;
сказывать;0.888888888889;;действие;;
скала;;0.377073906486;предмет;;
скамеечка;;0.377073906486;предмет;;
скачка;;0.377073906486;абстрактный;;
сквозь;0.888888888889;;направление;;
скелет;0.888888888889;;предмет;;
скитаться;;0.377073906486;действие;;
склон;;0.377073906486;предмет;;
сковывать;0.444444444444;;действие;;
скользить;;0.377073906486;действие;;
скучно;;0.377073906486;описание;;
славиться;;0.377073906486;действие;;
славно;;0.377073906486;описание;;
славный;;0.377073906486;описание;;
сладкий;;1.50829562594;описание;;
след;0.444444444444;;предмет;;
слеза;0.444444444444;;предмет;;
слепой;;0.377073906486;описание;;
сливать;;0.377073906486;действие;;
словно;0.888888888889;;описание;;
слово;1.77777777778;;абстрактный;;
слог;;0.377073906486;абстрактный;;
сломать;0.444444444444;;действие;;
служащий;0.888888888889;;профессия;;
случай;0.444444444444;;абстрактный;;
случайно;;0.377073906486;описание;;
случаться;;0.754147812971;действие;;
слышно;;0.377073906486;описание;;
сматываться;0.444444444444;;действие;;
сменить;0.444444444444;;действие;;
смерть;0.444444444444;;абстрактный;;
смех;;0.377073906486;абстрактный;;
смеяться;0.444444444444;;действие;;
сминать;0.444444444444;;действие;;
смиренно;0.444444444444;;описание;;
смочь;0.444444444444;;действие;;
смысл;0.888888888889;;абстрактный;;
снег;;0.754147812971;предмет;;
снеговой;;0.377073906486;описание;;
снежный;;0.377073906486;описание;;
снисходительный;;0.377073906486;описание;;
собака;;3.39366515837;предмет;;
собирать;;0.377073906486;действие;;
собираться;1.33333333333;;действие;;
собственно;0.444444444444;;описание;;
собственный;0.888888888889;;описание;;
совершать;0.444444444444;;действие;;
совершенно;0.444444444444;;описание;;
совеститься;0.444444444444;;действие;;
совет;0.444444444444;;абстрактный;;
совсем;;1.88536953243;описание;;
соглашаться;0.444444444444;;действие;;
созвездие;;0.754147812971;абстрактный;;
сознание;0.444444444444;;абстрактный;;
соленый;0.444444444444;;описание;;
солнечный;;1.13122171946;описание;;
солнце;;1.88536953243;абстрактный;;
соловей;;0.377073906486;предмет;;
солома;;1.13122171946;предмет;;
соломенный;;0.754147812971;описание;;
сон;;1.13122171946;абстрактный;;
сонный;;0.377073906486;описание;;
соображать;1.33333333333;;действие;;
сосед;;0.754147812971;профессия;;
сословие;;0.377073906486;абстрактный;;
сосновый;0.444444444444;;описание;;
составлять;0.444444444444;;действие;;
сосуд;1.33333333333;;предмет;;
сотовый;;0.377073906486;описание;;
